acc,Unnamed: 0,start,end,strand,chromosome,species,symbol,name,length
NP_075821.1,306482,27558150,27564546,-1,13,Mus_musculus,Prl8a9,prolactin-8A9 precursor,6396
NP_082753.1,306483,27574001,27582110,-1,13,Mus_musculus,Prl8a1,"prolactin family 8, subfamily a, member 1 precursor",8109
NP_083631.1,306484,27601927,27610522,-1,13,Mus_musculus,Prl7b1,prolactin-7B1 precursor,8595
NP_032956.1,306485,27633478,27642450,-1,13,Mus_musculus,Prl7a1,prolactin-7A1 isoform 2 precursor,8972
NP_035298.1,306486,27659056,27667994,-1,13,Mus_musculus,Prl7a2,prolactin-7A2 precursor,8938
NP_035250.1,306487,27709191,27716669,-1,13,Mus_musculus,Prl7d1,prolactin-7D1 precursor,7478
NP_080482.1,306488,27773699,27780749,-1,13,Mus_musculus,Prl7c1,prolactin-7C1 precursor,7050
NP_064375.1,306489,27801702,27808581,1,13,Mus_musculus,Prl2a1,prolactin-2A1 precursor,6879
NP_001038997.1,306490,27849401,27857683,1,13,Mus_musculus,Prl2c1,"Prolactin family 2, subfamily c, member 1 precursor",8282
NP_035295.1,306491,28016272,28023428,1,13,Mus_musculus,Prl4a1,prolactin-4A1 precursor,7156
NP_076235.1,306492,28142542,28151302,1,13,Mus_musculus,Prl5a1,prolactin-5A1 precursor,8760
XP_011242668.1,306493,28356621,28364256,-1,13,Mus_musculus,Gm3821,LOW QUALITY PROTEIN: prolactin-2A1-like,7635
XP_011242666.1,306494,28836870,28837724,1,13,Mus_musculus,LOC105245385,60S ribosomal protein L7a-like,854
NP_033264.2,306495,28951698,28953021,-1,13,Mus_musculus,Sox4,transcription factor SOX-4,1323
XP_006516886.1,306496,28959568,29008838,1,13,Mus_musculus,Gm34747,uncharacterized protein Gm34747,49270
NP_653119.1,306497,29326036,29850108,-1,13,Mus_musculus,Cdkal1,threonylcarbamoyladenosine tRNA methylthiotransferase,524072
NP_001276849.1,306498,29909902,29984145,-1,13,Mus_musculus,E2f3,transcription factor E2F3 isoform E2f3b,74243
NP_705774.1,306499,30136666,30245469,1,13,Mus_musculus,Mboat1,lysophospholipid acyltransferase 1,108803
NP_796296.1,306500,30380953,30382033,1,13,Mus_musculus,Agtr1a,type-1A angiotensin II receptor,1080
NP_079986.1,306501,30540730,30545247,-1,13,Mus_musculus,Uqcrfs1,"cytochrome b-c1 complex subunit Rieske, mitochondrial",4517
NP_001033044.1,306502,30660125,30708859,1,13,Mus_musculus,Dusp22,dual specificity protein phosphatase 22 isoform a,48734
NP_038702.1,306503,30750579,30763667,1,13,Mus_musculus,Irf4,interferon regulatory factor 4,13088
NP_079864.1,306504,30815297,30940727,-1,13,Mus_musculus,Exoc2,exocyst complex component 2,125430
NP_694712.1,306505,30946843,30947674,-1,13,Mus_musculus,Hus1b,checkpoint protein HUS1B,831
NP_032265.3,306506,31558916,31560119,1,13,Mus_musculus,Foxq1,forkhead box protein Q1,1203
NP_034355.2,306507,31626079,31630645,1,13,Mus_musculus,Foxf2,forkhead box protein F2,4566
NP_032618.2,306508,31807207,31808869,1,13,Mus_musculus,Foxc1,forkhead box protein C1,1662
NP_666153.1,306509,31819915,32338483,-1,13,Mus_musculus,Gmds,"GDP-mannose 4,6 dehydratase",518568
NP_001159502.1,306510,32708904,32781716,-1,13,Mus_musculus,Mylk4,myosin light chain kinase family member 4,72812
NP_084491.3,306511,32802237,32822159,1,13,Mus_musculus,Wrnip1,ATPase WRNIP1,19922
NP_079705.2,306512,32842817,32850406,-1,13,Mus_musculus,Serpinb1a,leukocyte elastase inhibitor A,7589
NP_766639.2,306513,32881832,32897098,-1,13,Mus_musculus,Serpinb1c,leukocyte elastase inhibitor C,15266
NP_035584.1,306514,32968509,32978353,1,13,Mus_musculus,Serpinb6b,"serine (or cysteine) proteinase inhibitor, clade B, member 6b",9844
NP_033282.1,306515,33006542,33015848,1,13,Mus_musculus,Serpinb9,"serine (or cysteine) proteinase inhibitor, clade B, member 9",9306
NP_035582.1,306516,33029461,33039960,1,13,Mus_musculus,Serpinb9b,"serine (or cysteine) proteinase inhibitor, clade B, member 9b",10499
NP_766640.1,306517,33085285,33093934,1,13,Mus_musculus,Serpinb1b,leukocyte elastase inhibitor B,8649
NP_035583.1,306518,33149977,33157824,-1,13,Mus_musculus,Serpinb9c,"serine (or cysteine) proteinase inhibitor, clade B, member 9c isoform 2",7847
NP_035590.1,306519,33194572,33203084,1,13,Mus_musculus,Serpinb9d,"serine (or cysteine) proteinase inhibitor, clade B, member 9d",8512
NP_035586.1,306520,33251585,33260132,1,13,Mus_musculus,Serpinb9e,"serine (or cysteine) proteinase inhibitor, clade B, member 9e",8547
NP_899020.1,306521,33325826,33334652,1,13,Mus_musculus,Serpinb9f,"serine (or cysteine) proteinase inhibitor, clade B, member 9f",8826
XP_619089.4,306522,33395770,33404567,1,13,Mus_musculus,Gm11397,serpin B9,8797
NP_035585.2,306523,33486530,33495282,1,13,Mus_musculus,Serpinb9g,"serine (or cysteine) proteinase inhibitor, clade B, member 9g",8752
NP_001070258.1,306524,33664054,33671472,1,13,Mus_musculus,Serpinb6d,"serine (or cysteine) peptidase inhibitor, clade B, member 6d",7418
NP_001039000.2,306525,33832458,33841306,-1,13,Mus_musculus,Serpinb6e,"serine (or cysteine) peptidase inhibitor, clade B, member 6e",8848
NP_683744.2,306526,33879930,33899429,-1,13,Mus_musculus,Serpinb6c,serine proteinase inhibitor member 6C,19499
NP_001157590.1,306527,33918040,33931636,-1,13,Mus_musculus,Serpinb6a,serpin B6 isoform b,13596
NP_001156713.1,306528,33968270,33985492,1,13,Mus_musculus,Nqo2,ribosyldihydronicotinamide dehydrogenase [quinone] isoform 1,17222
NP_033094.3,306529,34009656,34032782,1,13,Mus_musculus,Ripk1,receptor-interacting serine/threonine-protein kinase 1,23126
NP_080788.1,306530,34037662,34073763,1,13,Mus_musculus,Bphl,valacyclovir hydrolase precursor,36101
NP_033476.1,306531,34074467,34077929,-1,13,Mus_musculus,Tubb2a,tubulin beta-2A chain,3462
NP_076205.1,306532,34127470,34130233,-1,13,Mus_musculus,Tubb2b,tubulin beta-2B chain,2763
NP_001103985.1,306533,34163075,34178055,1,13,Mus_musculus,Psmg4,proteasome assembly chaperone 4 isoform a,14980
NP_001028339.1,306534,34182953,34344797,-1,13,Mus_musculus,Slc22a23,solute carrier family 22 member 23,161844
NP_080107.3,306535,34628770,34652435,-1,13,Mus_musculus,Pxdc1,PX domain-containing protein 1,23665
NP_620085.2,306536,34746542,34747547,1,13,Mus_musculus,Fam50b,protein FAM50B,1005
NP_038858.2,306537,34875653,34901596,1,13,Mus_musculus,Prpf4b,serine/threonine-protein kinase PRP4 homolog,25943
NP_082243.1,306538,34910241,34915716,-1,13,Mus_musculus,Fam217a,protein FAM217A,5475
NP_080026.2,306539,34924536,34952964,1,13,Mus_musculus,4933417A18Rik,uncharacterized protein C6orf201 homolog,28428
NP_081223.1,306540,34946928,34960478,-1,13,Mus_musculus,Eci3,enoyl-Coenzyme A delta isomerase 3,13550
NP_035998.2,306541,34977910,34993175,-1,13,Mus_musculus,Eci2,"enoyl-CoA delta isomerase 2, mitochondrial isoform b",15265
NP_034011.1,306542,35669945,35872670,1,13,Mus_musculus,Cdyl,chromodomain Y-like protein isoform 1,202725
NP_666050.3,306543,35896726,35906326,-1,13,Mus_musculus,Rpp40,ribonuclease P protein subunit p40,9600
NP_083904.1,306544,35968598,35969642,1,13,Mus_musculus,Ppp1r3g,protein phosphatase 1 regulatory subunit 3G,1044
NP_958746.1,306545,35979838,36117160,-1,13,Mus_musculus,Lyrm4,LYR motif-containing protein 4,137322
NP_077236.1,306546,36204529,36537439,1,13,Mus_musculus,Fars2,"phenylalanine--tRNA ligase, mitochondrial isoform 1",332910
NP_705757.1,306547,36726627,36734290,-1,13,Mus_musculus,Nrn1,neuritin precursor,7663
NP_001159863.1,306548,36868764,37047486,-1,13,Mus_musculus,F13a1,coagulation factor XIII A chain precursor,178722
NP_034875.1,306549,37345438,37418622,1,13,Mus_musculus,Ly86,lymphocyte antigen 86 precursor,73184
NP_001171339.1,306550,37893813,37932542,1,13,Mus_musculus,Rreb1,ras-responsive element-binding protein 1 isoform 1,38729
NP_080241.3,306551,37979738,37994083,-1,13,Mus_musculus,Ssr1,translocon-associated protein subunit alpha precursor,14345
NP_082000.2,306552,38006088,38032472,-1,13,Mus_musculus,Cage1,cancer-associated gene 1 protein homolog,26384
NP_077204.2,306553,38037460,38060865,1,13,Mus_musculus,Riok1,serine/threonine-protein kinase RIO1,23405
NP_076331.2,306554,38151588,38197932,1,13,Mus_musculus,Dsp,desmoplakin,46344
NP_080658.2,306555,38204972,38226922,1,13,Mus_musculus,Snrnp48,U11/U12 small nuclear ribonucleoprotein 48 kDa protein,21950
NP_031582.1,306556,38345932,38499068,1,13,Mus_musculus,Bmp6,bone morphogenetic protein 6 precursor,153136
NP_001276527.1,306557,38501585,38523417,-1,13,Mus_musculus,Txndc5,thioredoxin domain-containing protein 5 isoform 2,21832
NP_620702.1,306558,38603848,38635041,-1,13,Mus_musculus,Bloc1s5,biogenesis of lysosome-related organelles complex 1 subunit 5,31193
NP_079656.1,306559,38646169,38658993,-1,13,Mus_musculus,Eef1e1,eukaryotic translation elongation factor 1 epsilon-1,12824
NP_598821.1,306560,38932765,38955849,-1,13,Mus_musculus,Slc35b3,adenosine 3'-phospho 5'-phosphosulfate transporter 2 isoform 2,23084
NP_742155.2,306561,40001888,40287983,-1,13,Mus_musculus,Ofcc1,orofacial cleft 1 candidate gene 1 protein homolog,286095
NP_001116420.1,306562,40717114,40730065,-1,13,Mus_musculus,Tfap2a,transcription factor AP-2-alpha isoform 3,12951
NP_076376.3,306563,40860354,40958342,1,13,Mus_musculus,Gcnt2,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase isoform B",97988
NP_080826.2,306564,41001329,41012749,1,13,Mus_musculus,Pak1ip1,p21-activated protein kinase-interacting protein 1,11420
NP_079663.1,306565,41017150,41022160,1,13,Mus_musculus,Tmem14c,transmembrane protein 14C,5010
NP_001139274.1,306566,41026407,41070237,-1,13,Mus_musculus,Mak,serine/threonine-protein kinase MAK isoform 3,43830
NP_032130.2,306567,41102756,41109954,-1,13,Mus_musculus,Gcm2,chorion-specific transcription factor GCMb,7198
XP_011242735.1,306568,41114418,41121379,1,13,Mus_musculus,LOC105245509,synaptonemal complex protein 2-like,6961
NP_062296.1,306569,41185293,41220357,-1,13,Mus_musculus,Elovl2,elongation of very long chain fatty acids protein 2,35064
NP_001129049.1,306570,41250238,41272756,1,13,Mus_musculus,Smim13,small integral membrane protein 13,22518
NP_059492.3,306571,41311660,41358864,-1,13,Mus_musculus,Nedd9,enhancer of filamentation 1 isoform 2,47204
NP_001157044.1,306572,41606215,41634586,1,13,Mus_musculus,Tmem170b,transmembrane protein 170B,28371
NP_808476.2,306573,41656011,41656428,1,13,Mus_musculus,Gm5082,uncharacterized protein LOC328231,417
NP_001139347.1,306574,41764757,41828295,-1,13,Mus_musculus,Adtrp,androgen-dependent TFPI-regulating protein isoform 2,63538
NP_031798.2,306575,42055502,42184513,1,13,Mus_musculus,Hivep1,zinc finger protein 40,129011
NP_034234.1,306576,42301894,42306879,1,13,Mus_musculus,Edn1,endothelin-1 precursor,4985
NP_001289564.1,306577,42682697,43135189,1,13,Mus_musculus,Phactr1,phosphatase and actin regulator 1 isoform 4,452492
NP_001239569.1,306578,43151893,43169913,-1,13,Mus_musculus,Tbc1d7,TBC1 domain family member 7 isoform 2,18020
NP_001028571.1,306579,43200324,43303497,-1,13,Mus_musculus,Gfod1,glucose-fructose oxidoreductase domain-containing protein 1 precursor,103173
NP_849179.1,306580,43370753,43394812,1,13,Mus_musculus,Sirt5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",24059
NP_076043.2,306581,43398404,43401841,1,13,Mus_musculus,Nol7,nucleolar protein 7,3437
NP_064314.2,306582,43403558,43480928,-1,13,Mus_musculus,Ranbp9,ran-binding protein 9,77370
NP_001074528.1,306583,43541673,43560126,-1,13,Mus_musculus,Mcur1,mitochondrial calcium uniporter regulator 1,18453
NP_899027.1,306584,43667974,43668718,1,13,Mus_musculus,Rnf182,E3 ubiquitin-protein ligase RNF182,744
NP_001276844.1,306585,43785213,43799688,1,13,Mus_musculus,Cd83,CD83 antigen isoform 2 precursor,14475
NP_068678.1,306586,44731871,44919952,1,13,Mus_musculus,Jarid2,protein Jumonji,188081
NP_080048.2,306587,44922206,45001972,-1,13,Mus_musculus,Dtnbp1,dysbindin,79766
NP_722484.2,306588,45389956,45410510,1,13,Mus_musculus,Mylip,E3 ubiquitin-protein ligase MYLIP,20554
NP_079784.1,306589,45507656,45546053,1,13,Mus_musculus,Gmpr,GMP reductase 1,38397
NP_001186233.1,306590,45557054,45568417,-1,13,Mus_musculus,Atxn1,ataxin-1 isoform b,11363
NP_001005422.1,306591,46273817,46299689,1,13,Mus_musculus,Stmnd1,stathmin domain-containing protein 1,25872
NP_001074894.1,306592,46419030,46429317,1,13,Mus_musculus,Rbm24,RNA-binding protein 24,10287
NP_080332.1,306593,46525415,46648364,1,13,Mus_musculus,Cap2,adenylyl cyclase-associated protein 2,122949
NP_001028364.1,306594,46669585,46675656,1,13,Mus_musculus,C78339,protein FAM8A1,6071
NP_786925.2,306595,46681157,46727473,-1,13,Mus_musculus,Nup153,nucleoporin 153,46316
NP_034747.2,306596,46750605,46929621,-1,13,Mus_musculus,Kif13a,kinesin-like protein KIF13A,179016
NP_780549.1,306597,47013573,47014779,-1,13,Mus_musculus,Nhlrc1,E3 ubiquitin-protein ligase NHLRC1,1206
NP_058065.2,306598,47025364,47041523,-1,13,Mus_musculus,Tpmt,thiopurine S-methyltransferase,16159
NP_758466.1,306599,47047915,47082958,1,13,Mus_musculus,Kdm1b,lysine-specific histone demethylase 1B,35043
NP_080176.2,306600,47086067,47105728,-1,13,Mus_musculus,Dek,protein DEK,19661
NP_666154.3,306601,47207385,47244501,1,13,Mus_musculus,Rnf144b,E3 ubiquitin-protein ligase RNF144B,37116
NP_112443.1,306602,48261497,48262329,1,13,Mus_musculus,Id4,DNA-binding protein inhibitor ID-4,832
NP_001158048.1,306603,48489201,48506939,-1,13,Mus_musculus,Zfp169,GLI-Kruppel family member HKR1 isoform b,17738
XP_001473814.1,306604,48514223,48514727,1,13,Mus_musculus,A830005F24Rik,uncharacterized protein A830005F24Rik,504
NP_997115.1,306605,48579735,48606354,-1,13,Mus_musculus,Ptpdc1,protein tyrosine phosphatase domain-containing protein 1 isoform 2,26619
NP_031552.2,306606,48663116,48665992,1,13,Mus_musculus,Barx1,homeobox protein BarH-like 1,2876
NP_035208.2,306607,48803598,48870765,-1,13,Mus_musculus,Phf2,lysine-specific demethylase PHF2,67167
NP_001028440.2,306608,48880795,48967828,-1,13,Mus_musculus,Fam120a,constitutive coactivator of PPAR-gamma-like protein 1,87033
NP_083637.2,306609,49036479,49147232,-1,13,Mus_musculus,Wnk2,serine/threonine-protein kinase WNK2 isoform c,110753
NP_038638.1,306610,49187562,49195048,1,13,Mus_musculus,Ninj1,ninjurin-1,7486
NP_081014.1,306611,49203119,49215943,-1,13,Mus_musculus,1110007C09Rik,bcl10-interacting CARD protein,12824
NP_079767.2,306612,49231135,49248132,-1,13,Mus_musculus,Susd3,sushi domain-containing protein 3 isoform 1,16997
NP_056574.2,306613,49263783,49296771,-1,13,Mus_musculus,Fgd3,"FYVE, RhoGEF and PH domain-containing protein 3",32988
NP_001034268.1,306614,49341670,49383352,1,13,Mus_musculus,Bicd2,protein bicaudal D homolog 2 isoform 1,41682
NP_951011.1,306615,49421385,49461759,1,13,Mus_musculus,Ippk,inositol-pentakisphosphate 2-kinase isoform a,40374
NP_079771.1,306616,49464209,49652689,-1,13,Mus_musculus,Cenpp,centromere protein P,188480
NP_001012324.1,306617,49514822,49531431,1,13,Mus_musculus,Ecm2,extracellular matrix protein 2 precursor,16609
NP_079987.2,306618,49551663,49566631,1,13,Mus_musculus,Aspn,asporin preproprotein,14968
NP_036180.1,306619,49589475,49592387,1,13,Mus_musculus,Omd,osteomodulin precursor,2912
NP_032786.1,306620,49609183,49622983,1,13,Mus_musculus,Ogn,mimecan precursor,13800
NP_001258326.1,306621,49653645,49678436,1,13,Mus_musculus,Nol8,nucleolar protein 8,24791
NP_742012.2,306622,49687392,49733741,1,13,Mus_musculus,Iars,"isoleucine--tRNA ligase, cytoplasmic",46349
XP_011242736.1,306623,49750605,49752406,1,13,Mus_musculus,Gm19334,LOW QUALITY PROTEIN: zinc finger protein 484,1801
XP_006517067.2,306624,49764495,49766106,1,13,Mus_musculus,LOC102638985,sperm motility kinase X-like,1611
XP_006517059.1,306625,49784899,49790200,-1,13,Mus_musculus,Gm30302,spermatogenesis-associated protein 31A6-like,5301
XP_006517055.1,306626,49820662,49828950,1,13,Mus_musculus,LOC102631805,serine/threonine-protein kinase par-1-like,8288
XP_006517054.1,306627,49858763,49864130,-1,13,Mus_musculus,Gm8672,spermatogenesis-associated protein 31A6-like,5367
XP_006517060.1,306628,49899188,49904648,-1,13,Mus_musculus,Gm8674,spermatogenesis-associated protein 31A6-like,5460
XP_011242737.1,306629,50054760,50069183,-1,13,Mus_musculus,LOC667541,LOW QUALITY PROTEIN: uncharacterized protein LOC667541,14423
XP_011242738.1,306630,50196053,50196939,1,13,Mus_musculus,LOC105242434,uncharacterized protein LOC105242434,886
NP_001028610.1,306631,50245234,50250264,-1,13,Mus_musculus,Gm906,uncharacterized protein LOC380882,5030
XP_006517068.1,306632,50399484,50400423,-1,13,Mus_musculus,Gm19536,uncharacterized protein Gm19536,939
XP_011242739.1,306633,50412062,50414577,-1,13,Mus_musculus,Gm8742,LOW QUALITY PROTEIN: uncharacterized protein Gm8742,2515
NP_780610.2,306634,50417897,50433406,1,13,Mus_musculus,Fbxw17,F-box and WD-40 domain protein 17,15509
NP_001028572.1,306635,50467400,50475103,1,13,Mus_musculus,Nutm2,NUT family member Gm806,7703
NP_001028942.1,306636,50643271,50645542,1,13,Mus_musculus,Gm904,uncharacterized protein LOC380845,2271
NP_001231578.1,306637,50698355,50703381,1,13,Mus_musculus,Gm8765,uncharacterized protein LOC667693,5026
NP_666155.1,306638,51123236,51149161,1,13,Mus_musculus,Spin1,spindlin-1 isoform 2,25925
NP_083449.1,306639,51171322,51174793,1,13,Mus_musculus,Nxnl2,nucleoredoxin-like protein 2,3471
XP_006517069.1,306640,51202687,51203068,-1,13,Mus_musculus,Hist1h2al,histone H2A type 2-A,381
NP_034231.1,306641,51418784,51419921,1,13,Mus_musculus,S1pr3,sphingosine 1-phosphate receptor 3,1137
NP_033193.2,306642,51431152,51567084,-1,13,Mus_musculus,Shc3,SHC-transforming protein 3,135932
NP_079691.1,306643,51645412,51650389,1,13,Mus_musculus,Cks2,cyclin-dependent kinases regulatory subunit 2,4977
NP_083555.1,306644,51651784,51683381,1,13,Mus_musculus,Secisbp2,selenocysteine insertion sequence-binding protein 2,31597
NP_038688.2,306645,51702608,51725329,-1,13,Mus_musculus,Sema4d,semaphorin-4D precursor,22721
NP_035947.2,306646,51846779,51847979,1,13,Mus_musculus,Gadd45g,growth arrest and DNA damage-inducible protein GADD45 gamma,1200
NP_001019645.1,306647,52507669,52508269,-1,13,Mus_musculus,Diras2,GTP-binding protein Di-Ras2,600
NP_001185906.1,306648,52610838,52645795,1,13,Mus_musculus,Syk,tyrosine-protein kinase SYK,34957
NP_057918.2,306649,52835473,52929641,-1,13,Mus_musculus,Auh,"methylglutaconyl-CoA hydratase, mitochondrial precursor",94168
NP_059069.1,306650,52967477,52968866,-1,13,Mus_musculus,Nfil3,nuclear factor interleukin-3-regulated protein,1389
NP_038874.3,306651,53110219,53285877,-1,13,Mus_musculus,Ror2,tyrosine-protein kinase transmembrane receptor ROR2 precursor,175658
NP_033295.2,306652,53333883,53377349,-1,13,Mus_musculus,Sptlc1,serine palmitoyltransferase 1,43466
XP_011242734.1,306653,53415983,53419007,-1,13,Mus_musculus,LOC102641557,spermatogenesis-associated protein 31A3-like,3024
NP_038629.2,306654,53468168,53472710,-1,13,Mus_musculus,Msx2,homeobox protein MSX-2,4542
NP_034206.1,306655,54052852,54054193,-1,13,Mus_musculus,Drd1,D(1A) dopamine receptor,1341
NP_081600.1,306656,54085459,54106603,1,13,Mus_musculus,Sfxn1,sideroflexin-1,21144
NP_032312.2,306657,54214006,54215083,1,13,Mus_musculus,Hrh2,histamine H2 receptor isoform 2,1077
NP_034076.1,306658,54378668,54379709,1,13,Mus_musculus,Cplx2,complexin-2,1041
NP_082873.2,306659,54460073,54468807,-1,13,Mus_musculus,Thoc3,THO complex subunit 3,8734
NP_795961.3,306660,54503875,54550633,1,13,Mus_musculus,Simc1,uncharacterized protein LOC319719,46758
NP_001239577.1,306661,54552611,54552982,-1,13,Mus_musculus,4833439L19Rik,putative monooxygenase p33MONOX isoform 4,371
NP_064352.2,306662,54575094,54580894,1,13,Mus_musculus,Arl10,ADP-ribosylation factor-like protein 10,5800
NP_848720.1,306663,54585280,54589967,-1,13,Mus_musculus,Nop16,nucleolar protein 16,4687
NP_080209.1,306664,54590265,54590890,1,13,Mus_musculus,Higd2a,HIG1 domain family member 2A,625
NP_083146.1,306665,54593870,54611264,-1,13,Mus_musculus,Cltb,clathrin light chain B,17394
NP_848484.2,306666,54621840,54661136,1,13,Mus_musculus,Faf2,FAS-associated factor 2,39296
NP_598825.2,306667,54681748,54684014,-1,13,Mus_musculus,Rnf44,RING finger protein 44 isoform 4,2266
NP_001028536.2,306668,54712627,54736580,1,13,Mus_musculus,Cdhr2,protocadherin 24 precursor,23953
NP_036144.2,306669,54737660,54740459,-1,13,Mus_musculus,Gprin1,G protein-regulated inducer of neurite outgrowth 1,2799
NP_291088.1,306670,54759508,54765683,-1,13,Mus_musculus,Sncb,beta-synuclein,6175
NP_001273109.1,306671,54784015,54786955,1,13,Mus_musculus,Eif4e1b,eukaryotic translation initiation factor 4E type 1B isoform 5,2940
NP_083117.2,306672,54789594,54796222,1,13,Mus_musculus,Tspan17,tetraspanin-17,6628
NP_694771.1,306673,54949661,55004971,1,13,Mus_musculus,Unc5a,netrin receptor UNC5A precursor,55310
NP_001193321.1,306674,55006170,55015060,-1,13,Mus_musculus,Hk3,hexokinase-3 isoform 3,8890
NP_001280589.1,306675,55028519,55093273,-1,13,Mus_musculus,Uimc1,BRCA1-A complex subunit RAP80 isoform 2,64754
NP_036147.1,306676,55105343,55132394,1,13,Mus_musculus,Zfp346,zinc finger protein 346,27051
NP_032037.2,306677,55155489,55168175,1,13,Mus_musculus,Fgfr4,fibroblast growth factor receptor 4 precursor,12686
NP_032765.3,306678,55213220,55313728,1,13,Mus_musculus,Nsd1,"histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific",100508
NP_033026.1,306679,55320149,55321654,-1,13,Mus_musculus,Rab24,ras-related protein Rab-24,1505
NP_079872.4,306680,55322189,55324972,1,13,Mus_musculus,Prelid1,"PRELI domain-containing protein 1, mitochondrial precursor",2783
NP_057871.2,306681,55325782,55329667,-1,13,Mus_musculus,Mxd3,max dimerization protein 3,3885
NP_080104.2,306682,55346876,55362589,-1,13,Mus_musculus,Lman2,vesicular integral-membrane protein VIP36 precursor,15713
NP_058038.2,306683,55369891,55384135,1,13,Mus_musculus,Rgs14,regulator of G-protein signaling 14,14244
NP_035522.2,306684,55400457,55413637,1,13,Mus_musculus,Slc34a1,sodium-dependent phosphate transport protein 2A,13180
NP_083579.1,306685,55414752,55415166,-1,13,Mus_musculus,Pfn3,profilin-3,414
NP_067464.2,306686,55418098,55426768,-1,13,Mus_musculus,F12,coagulation factor XII precursor,8670
NP_036068.2,306687,55445508,55459338,1,13,Mus_musculus,Grk6,G protein-coupled receptor kinase 6 isoform b,13830
NP_001025467.1,306688,55472024,55472990,1,13,Mus_musculus,Prr7,proline-rich protein 7,966
NP_062787.2,306689,55474222,55487948,-1,13,Mus_musculus,Dbn1,drebrin isoform 3,13726
NP_001107560.1,306690,55498647,55512407,-1,13,Mus_musculus,Pdlim7,PDZ and LIM domain protein 7 isoform a,13760
NP_038767.1,306691,55523421,55528514,-1,13,Mus_musculus,Dok3,docking protein 3,5093
NP_598820.2,306692,55530594,55536507,-1,13,Mus_musculus,Ddx41,probable ATP-dependent RNA helicase DDX41,5913
NP_663357.2,306693,55541624,55556096,-1,13,Mus_musculus,Fam193b,protein FAM193B,14472
NP_080487.2,306694,55593173,55596990,1,13,Mus_musculus,Tmed9,transmembrane emp24 domain-containing protein 9 precursor,3817
NP_666157.1,306695,55600142,55609374,1,13,Mus_musculus,B4galt7,"beta-1,4-galactosyltransferase 7",9232
NP_031622.2,306696,55623090,55632000,1,13,Mus_musculus,Caml,calcium signal-modulating cyclophilin ligand,8910
NP_001268984.1,306697,55635178,55678831,1,13,Mus_musculus,Ddx46,probable ATP-dependent RNA helicase DDX46,43653
NP_851795.1,306698,55699075,55699642,1,13,Mus_musculus,B230219D22Rik,UPF0461 protein C5orf24 homolog,567
NP_780359.2,306699,55714777,55725863,1,13,Mus_musculus,Txndc15,thioredoxin domain-containing protein 15 precursor,11086
NP_082557.1,306700,55727372,55776700,1,13,Mus_musculus,Pcbd2,pterin-4-alpha-carbinolamine dehydratase 2,49328
NP_001239416.1,306701,55784661,55808919,1,13,Mus_musculus,Catsper3,cation channel sperm-associated protein 3 isoform 1,24258
NP_035227.1,306702,55826068,55830940,-1,13,Mus_musculus,Pitx1,pituitary homeobox 1,4872
NP_001152987.1,306703,56074226,56128448,-1,13,Mus_musculus,H2afy,core histone macro-H2A.1 isoform 4,54222
NP_666088.1,306704,56176184,56176628,-1,13,Mus_musculus,Tifab,TRAF-interacting protein with FHA domain-containing protein B,444
NP_035026.1,306705,56251197,56251932,-1,13,Mus_musculus,Neurog1,neurogenin-1,735
NP_062514.2,306706,56289791,56296173,-1,13,Mus_musculus,Cxcl14,C-X-C motif chemokine 14 precursor,6382
NP_808477.2,306707,56438489,56470472,1,13,Mus_musculus,Slc25a48,solute carrier family 25 member 48,31983
NP_032399.1,306708,56479362,56482231,-1,13,Mus_musculus,Il9,interleukin-9 precursor,2869
NP_848789.2,306709,56526915,56537467,1,13,Mus_musculus,Fbxl21,F-box/LRR-repeat protein 21,10552
NP_034832.2,306710,56542704,56548362,-1,13,Mus_musculus,Lect2,leukocyte cell-derived chemotaxin-2 precursor,5658
NP_033395.1,306711,56609646,56638757,1,13,Mus_musculus,Tgfbi,transforming growth factor-beta-induced protein ig-h3 precursor,29111
NP_001157513.1,306712,56723593,56737478,1,13,Mus_musculus,Smad5,mothers against decapentaplegic homolog 5,13885
NP_001289302.1,306713,56773763,56822614,-1,13,Mus_musculus,Trpc7,short transient receptor potential channel 7 isoform 3 precursor,48851
NP_001159937.1,306714,57423089,57907587,-1,13,Mus_musculus,Spock1,testican-1 isoform 5 precursor,484498
NP_001182004.1,306715,58005175,58102428,-1,13,Mus_musculus,Klhl3,kelch-like protein 3,97253
NP_084148.1,306716,58127395,58128313,-1,13,Mus_musculus,Hnrnpa0,heterogeneous nuclear ribonucleoprotein A0,918
NP_001041525.1,306717,58157686,58163519,1,13,Mus_musculus,Idnk,probable gluconokinase isoform b,5833
NP_689420.1,306718,58177875,58215436,-1,13,Mus_musculus,Ubqln1,ubiquilin-1 isoform 2,37561
NP_062806.1,306719,58233610,58264157,-1,13,Mus_musculus,Gkap1,G kinase-anchoring protein 1,30547
NP_780423.2,306720,58287792,58354862,-1,13,Mus_musculus,Kif27,kinesin-like protein KIF27,67070
NP_081611.1,306721,58381779,58385154,-1,13,Mus_musculus,2210016F16Rik,uncharacterized protein LOC70153,3375
